2012-01-01,442.0,
2012-02-01,457.0,
2012-03-01,683.0,
2012-04-01,431.0,
2012-05-01,431.0,
2012-06-01,221.0,
2012-07-01,325.0,
2012-08-01,581.0,
2012-09-01,280.0,
2012-10-01,221.0,
2012-11-01,753.0,
2012-12-01,818.0,
2013-01-01,865.0,
2013-02-01,639.0,
2013-03-01,669.0,
2013-04-01,842.0,
2013-05-01,620.0,
2013-06-01,668.0,
2013-07-01,771.0,
2013-08-01,748.0,
2013-09-01,827.0,
2013-10-01,668.0,
2013-11-01,517.0,
2013-12-01,313.0,
2014-01-01,421.0,
2014-02-01,367.0,
2014-03-01,502.0,
2014-04-01,514.0,
2014-05-01,621.0,
2014-06-01,444.0,
2014-07-01,465.0,
2014-08-01,498.0,
2014-09-01,385.0,
2014-10-01,444.0,
2014-11-01,383.0,
2014-12-01,397.0,
2015-01-01,547.0,
2015-02-01,481.0,
2015-03-01,572.0,
2015-04-01,486.0,
2015-05-01,444.0,
2015-06-01,270.0,
2015-07-01,268.0,
2015-08-01,361.0,
2015-09-01,396.0,
2015-10-01,270.0,
2015-11-01,436.0,
2015-12-01,500.0,
2016-01-01,522.0,
2016-02-01,456.0,
2016-03-01,510.0,
2016-04-01,606.0,
2016-05-01,535.0,
2016-06-01,409.0,
2016-07-01,543.0,
2016-08-01,848.0,
2016-09-01,410.0,
2016-10-01,409.0,
2016-11-01,456.0,
2016-12-01,796.0,
2017-01-01,473.0,
2017-02-01,571.0,
2017-03-01,535.0,
2017-04-01,388.0,
2017-05-01,664.0,
2017-06-01,590.0,
2017-07-01,558.0,
2017-08-01,362.0,
2017-09-01,314.0,
2017-10-01,590.0,
2017-11-01,417.0,
2017-12-01,181.0,
2018-01-01,291.0,331.0315767982823
2018-02-01,269.0,341.75454078894927
2018-03-01,414.0,447.70280705056564
2018-04-01,345.0,421.1043025792417
2018-05-01,499.0,429.6190705757136
2018-06-01,461.0,309.07381480174075
2018-07-01,541.0,360.05226970421495
2018-08-01,388.0,433.6744037366454
2018-09-01,258.0,298.9753373330029
2018-10-01,461.0,292.6372019409365
2018-11-01,334.0,347.0458097298815
2018-12-01,218.0,347.37632361680244
2019-01-01,,365.05595392698933
2019-02-01,,319.2367200626951
2019-03-01,,400.62880947479374
2019-04-01,,362.97017017025695
2019-05-01,,366.11892151245786
2019-06-01,,242.6103983465299
2019-07-01,,291.6391326134891
2019-08-01,,363.73943030718317
2019-09-01,,227.69882372123448
2019-10-01,,220.09546020612208
2019-11-01,,273.2707982284689
2019-12-01,,272.38176612093577
