2012-01-01,296.0,
2012-02-01,302.0,
2012-03-01,296.0,
2012-04-01,201.0,
2012-05-01,218.0,
2012-06-01,205.0,
2012-07-01,221.0,
2012-08-01,206.0,
2012-09-01,197.0,
2012-10-01,205.0,
2012-11-01,151.0,
2012-12-01,159.0,
2013-01-01,188.0,
2013-02-01,196.0,
2013-03-01,201.0,
2013-04-01,167.0,
2013-05-01,145.0,
2013-06-01,178.0,
2013-07-01,157.0,
2013-08-01,138.0,
2013-09-01,150.0,
2013-10-01,178.0,
2013-11-01,128.0,
2013-12-01,117.0,
2014-01-01,180.0,
2014-02-01,130.0,
2014-03-01,242.0,
2014-04-01,212.0,
2014-05-01,165.0,
2014-06-01,159.0,
2014-07-01,176.0,
2014-08-01,104.0,
2014-09-01,143.0,
2014-10-01,159.0,
2014-11-01,145.0,
2014-12-01,143.0,
2015-01-01,138.0,
2015-02-01,177.0,
2015-03-01,183.0,
2015-04-01,116.0,
2015-05-01,83.0,
2015-06-01,107.0,
2015-07-01,103.0,
2015-08-01,95.0,
2015-09-01,77.0,
2015-10-01,107.0,
2015-11-01,45.0,
2015-12-01,76.0,
2016-01-01,85.0,
2016-02-01,91.0,
2016-03-01,167.0,
2016-04-01,143.0,
2016-05-01,84.0,
2016-06-01,90.0,
2016-07-01,127.0,
2016-08-01,96.0,
2016-09-01,117.0,
2016-10-01,90.0,
2016-11-01,103.0,
2016-12-01,224.0,
2017-01-01,133.0,
2017-02-01,102.0,
2017-03-01,127.0,
2017-04-01,83.0,
2017-05-01,75.0,
2017-06-01,76.0,
2017-07-01,78.0,
2017-08-01,57.0,
2017-09-01,62.0,
2017-10-01,76.0,
2017-11-01,51.0,
2017-12-01,43.0,
2018-01-01,101.0,72.4829010093509
2018-02-01,106.0,69.9086509026513
2018-03-01,86.0,111.23600168187625
2018-04-01,47.0,62.852668349389596
2018-05-01,65.0,41.562278785255685
2018-06-01,62.0,50.42401618329214
2018-07-01,54.0,61.601306101946506
2018-08-01,43.0,35.94750305309814
2018-09-01,73.0,47.01867066574687
2018-10-01,62.0,61.10836735646255
2018-11-01,92.0,31.288581552142126
2018-12-01,67.0,57.81507991187325
2019-01-01,,67.9096478475802
2019-02-01,,67.06359210380577
2019-03-01,,107.10045853155952
2019-04-01,,61.06291661350423
2019-05-01,,39.10635246333434
2019-06-01,,49.86608538192225
2019-07-01,,60.76353006643618
2019-08-01,,36.67996552314008
2019-09-01,,47.74974500991971
2019-10-01,,63.17313571928672
2019-11-01,,33.55290425726161
2019-12-01,,61.24239791593266
